#TYPE System.Diagnostics.EventLogEntry#system/Microsoft-Windows-Kernel-Power/507
"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"507","Jongwon-D","System.Byte[]","12434","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'2753', '19608642', '0', '0', '0', '19608642', '0', '91', 'false', '4', '0', '0', 'false', '0', '433304', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-12 오전 10:15:37","2017-04-12 오전 10:15:37","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","12432","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-12 오전 10:15:17","2017-04-12 오전 10:15:17","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","12431","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'3381', '492880815', '0', '0', '0', '492880815', '0', '91', 'false', '4', '0', '0', 'false', '0', '400670', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-12 오전 10:11:16","2017-04-12 오전 10:11:16","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","12429","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-12 오전 10:03:03","2017-04-12 오전 10:03:03","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","12408","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'2154', '4420281441', '2850438335', '0', '0', '4420281441', '0', '91', 'false', '9', '0', '109058502', 'false', '0', '129729', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-12 오전 9:44:00","2017-04-12 오전 9:44:00",,,
"506","Jongwon-D","System.Byte[]","12398","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-12 오전 8:30:19","2017-04-12 오전 8:30:19","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","12336","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'0', '2389545', '0', '0', '0', '2389545', '0', '91', 'false', '4', '0', '0', 'false', '0', '302646', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-11 오후 2:23:34","2017-04-11 오후 2:23:34","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","12335","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-11 오후 2:23:32","2017-04-11 오후 2:23:32","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","12277","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'1570', '3170198421', '1593011212', '0', '0', '3170198421', '0', '91', 'false', '9', '0', '112046897', 'false', '0', '118697', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-10 오후 6:21:59","2017-04-10 오후 6:21:59",,,
"506","Jongwon-D","System.Byte[]","12267","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-10 오후 5:29:08","2017-04-10 오후 5:29:08","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","12230","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-10 오후 3:05:48","2017-04-10 오후 3:05:48","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","12136","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-10 오후 3:05:19","2017-04-10 오후 3:05:19","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","12109","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'0', '272242187', '82112746', '0', '0', '272242187', '0', '91', 'false', '1', '0', '21957906', 'false', '0', '558767', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-10 오후 3:03:26","2017-04-10 오후 3:03:26","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","12106","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-10 오후 2:58:54","2017-04-10 오후 2:58:54","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","12065","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'0', '2485064', '0', '0', '0', '2485064', '0', '90', 'false', '4', '0', '0', 'true', '0', '312730', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-07 오후 4:56:05","2017-04-07 오후 4:56:05","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","12064","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'5'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-07 오후 4:56:02","2017-04-07 오후 4:56:02","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","12063","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'0', '7931843', '36290', '0', '0', '7931843', '0', '90', 'false', '5', '0', '208082', 'false', '0', '418844', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-07 오후 4:55:57","2017-04-07 오후 4:55:57","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","12062","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-07 오후 4:55:49","2017-04-07 오후 4:55:49","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","12049","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'1942', '14825788', '0', '0', '0', '14825788', '0', '90', 'false', '4', '0', '0', 'false', '0', '406423', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-07 오후 3:42:03","2017-04-07 오후 3:42:03","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","12047","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-07 오후 3:41:48","2017-04-07 오후 3:41:48","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","12046","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'2648', '474358415', '0', '0', '0', '474358415', '0', '90', 'false', '4', '0', '0', 'false', '0', '372233', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-07 오후 3:37:04","2017-04-07 오후 3:37:04","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","12044","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-07 오후 3:29:10","2017-04-07 오후 3:29:10","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","12018","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-07 오후 2:37:17","2017-04-07 오후 2:37:17","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11985","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-06 오후 10:40:30","2017-04-06 오후 10:40:30","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","11979","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-06 오후 10:01:54","2017-04-06 오후 10:01:54","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11978","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'0', '730298106', '34378', '0', '0', '730298106', '0', '90', 'false', '1', '0', '526155', 'false', '0', '412852', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-06 오후 10:01:49","2017-04-06 오후 10:01:49","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11976","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-06 오후 9:49:38","2017-04-06 오후 9:49:38","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11945","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-06 오후 8:44:20","2017-04-06 오후 8:44:20","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11940","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'11090', '522937560', '0', '0', '0', '522937560', '0', '90', 'false', '4', '0', '0', 'false', '0', '376759', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-06 오후 4:33:40","2017-04-06 오후 4:33:40","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11938","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-06 오후 4:24:57","2017-04-06 오후 4:24:57","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11937","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'2530', '11381150', '0', '0', '0', '11381150', '0', '90', 'false', '4', '0', '0', 'false', '0', '401506', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-06 오후 4:20:48","2017-04-06 오후 4:20:48","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11935","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-06 오후 4:20:37","2017-04-06 오후 4:20:37","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11934","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'9626', '5609459', '0', '0', '0', '5609459', '0', '90', 'false', '4', '0', '0', 'false', '0', '793848', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-06 오후 4:15:26","2017-04-06 오후 4:15:26","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11931","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-06 오후 4:15:21","2017-04-06 오후 4:15:21","NT AUTHORITY\SYSTEM",,
"7001","Jongwon-D","System.Byte[]","11927","(1101)","1101","Information","사용자 환경 개선 프로그램용 사용자 로그온 알림","Microsoft-Windows-Winlogon","System.String[]","7001","2017-04-06 오후 3:59:17","2017-04-06 오후 3:59:17","NT AUTHORITY\SYSTEM",,
"7002","Jongwon-D","System.Byte[]","11897","(1102)","1102","Information","사용자 환경 개선 프로그램용 사용자 로그오프 알림","Microsoft-Windows-Winlogon","System.String[]","7002","2017-04-06 오후 3:40:40","2017-04-06 오후 3:40:40","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11895","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'2351', '104104234', '0', '0', '0', '104104234', '0', '90', 'false', '4', '0', '0', 'false', '0', '426675', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-06 오후 3:32:47","2017-04-06 오후 3:32:47","NT AUTHORITY\SYSTEM",,
"506","Jongwon-D","System.Byte[]","11893","(157)","157","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '506'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'12'","Microsoft-Windows-Kernel-Power","System.String[]","506","2017-04-06 오후 3:31:03","2017-04-06 오후 3:31:03","NT AUTHORITY\SYSTEM",,
"507","Jongwon-D","System.Byte[]","11892","(158)","158","Information","'Microsoft-Windows-Kernel-Power' 소스의 Event ID '507'에 대한 설명을 찾을 수 없습니다. 로컬 컴퓨터에 메시지를 표시하기 위한 메시지 DLL 파일이나 필요한 레지스트리 정보가 없거나 여기에 액세스할 수 있는 사용 권한이 없기 때문일 수 있습니다. 다음 정보는 이벤트의 일부입니다.'2610', '63429816', '0', '0', '0', '63429816', '0', '90', 'false', '4', '0', '0', 'false', '0', '394699', 'false', 'true', '0'","Microsoft-Windows-Kernel-Power","System.String[]","507","2017-04-06 오후 3:12:58","2017-04-06 오후 3:12:58","NT AUTHORITY\SYSTEM",,
